title,area,Diện tích đất:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tầng số:,Hướng ban công:,Đặc điểm căn hộ:,Loại hình văn phòng:,street,ward,district,city,Phân khu/Lô/Block/Tháp,has_floor_number,Price (trieu VND)
"ĐẤT SỔ ĐỎ NGỌC HỒI, THANH TRÌ, 54M2, GIÁ 1.25 TỶ",54.0,54.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5.0,13.0,6.0,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,240.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,đường ngọc hồi,xã ngọc hồi,huyện thanh trì,hà nội,Không thuộc project/block,1,1250.0
Nhà đối diện trường tiểu học Phú Hòa 2 Thủ Dầu 1,75.0,75.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,5.0,15.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường phú lợi,phường phú hòa,thành phố thủ dầu một,bình dương,Không thuộc project/block,1,2000.0
Lô đất thổ cư Củ Chi đầy đủ giấy tờ sổ sách 130m2,130.0,130.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,26.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường 49,xã tân phú trung,huyện củ chi,tp hồ chí minh,Không thuộc project/block,1,1300.0
Cần Bán Gấp Đất 100m2 Gần Trường Tiểu Học Vĩnh Lộc,100.0,100.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường vĩnh lộc,xã vĩnh lộc a,huyện bình chánh,tp hồ chí minh,Không thuộc project/block,1,750.0
Cần Bán Gấp Nhà ở,162.0,162.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,14.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,162.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường thống nhất,phường 10,quận gò vấp,tp hồ chí minh,A,1,4300.0
"Cần ra 60.3m2 gần siêu thị AEON MALL Bình Tân, SHR",60.0,60.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,15.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,162.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường nguyễn cửu phú,phường tân tạo a,quận bình tân,tp hồ chí minh,A,1,3.2
"Thuận lợi an cư lập nghiệp, hẻm xe hơi,nhà mới xây",100.0,100.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường an phú tây,xã an phú tây,huyện bình chánh,tp hồ chí minh,A,1,1300.0
Đất 210m2(10x21m) Ngay Kp4 Tân Định Giá Chỉ 615tr,210.0,210.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,10.0,21.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,100.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường d8,phường tân định,thị xã bến cát,bình dương,A,1,615.0
NHÀ PHẠM VĂN HAI P1 GẦN CHỢ .PVH 4.8 X 28 .CẤP 4,118.0,118.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,48.0,28.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,118.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường phạm văn hai,phường 1,quận tân bình,tp hồ chí minh,A,1,12700.0
"Nhà đẹp hàng hiếm, 2 lầu cách Đỗ Xuân Hợp chỉ 100m",28.0,28.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,4.0,7.0,2.0,2.0,Nhà phố liền kề,Nội thất đầy đủ,56.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường số 359,phường phước long b,quận 9,tp hồ chí minh,A,1,2300.0
"Bán gấp trước tết, nhà Trần Cung, 36m2, 3.15 tỷ.",36.0,36.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,3.0,7.0,5.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,36.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,đường trần cung,phường cổ nhuế 1,quận bắc từ liêm,hà nội,A,1,3150.0
NHA CỦ MẶT TIỀN ĐƯỞNG SỐ 4....80m p5 Gò Vấp,80.0,80.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,4.0,20.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,120.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,18 đường sổ 4,phường 5,quận gò vấp,tp hồ chí minh,A,1,6550.0
Nhà mặt tiền đường 30.4 . Chính chủ cần bán,85.0,85.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,4.0,20.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,85.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,đường 30/4,phường 2,thành phố sóc trăng,sóc trăng,A,1,1100.0
Nhà Đẹp Bình Tân bán GẤP nhà trả nợ giá 1tỷ19 SHR,,25.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,6.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,đường tân kỳ tân quý,phường bình hưng hòa,quận bình tân,tp hồ chí minh,A,1,1190.0
Đất 150m2(6x25m) Ngay KP4 Tân ĐỊnh Dân Đông Kín,150.0,150.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,6.0,25.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,quốc lộ 13,phường tân định,thị xã bến cát,bình dương,A,1,635.0
Bán nhà sát Tân Chánh Hiệp,44.0,44.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,88.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,đường thới tam thôn,xã thới tam thôn,huyện hóc môn,tp hồ chí minh,A,1,2900.0
Bán gấp nhà 1T1L Ung Văn Khiêm BT SHR 64m2/1.22TY,64.0,64.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,64.0,Đã bàn giao,76.0,Chung cư,4.0,1.0,Đông Bắc,Căn góc,Unknown,đường ung văn khiêm,phường 25,quận bình thạnh,tp hồ chí minh,A,1,1220.0
VỚI 3.6 TỶ NHÀ PHAN ĐÌNH GIÓT HÀ ĐÔNG 31m2x5T MT4m,31.0,31.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31.0,Đã bàn giao,76.0,Chung cư,5.0,1.0,Đông Bắc,Căn góc,Unknown,đường phan đình giót,phường la khê,quận hà đông,hà nội,A,1,3600.0
"590m2 hẻm liên ấp 3.4,gần ủy ban xã,huyện nhà bè",590.0,590.0,Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,19.0,30.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31.0,Đã bàn giao,76.0,Chung cư,5.0,1.0,Đông Bắc,Căn góc,Unknown,đường liên ấp 3-4,xã hiệp phước,huyện nhà bè,tp hồ chí minh,A,1,1790.0
Giá Rẻ thổ cư siêu phẩm,1590.0,1590.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,53.0,32.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31.0,Đã bàn giao,76.0,Chung cư,5.0,1.0,Đông Bắc,Căn góc,Unknown,đường 16a,xã hòa thuận,thành phố buôn ma thuột,đắk lắk,A,1,3150.0
Bán đất 7*35 100% thổ cư gần Uỷ ban xã Hoà Phú,226.0,226.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,7.0,35.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,31.0,Đã bàn giao,76.0,Chung cư,5.0,1.0,Đông Bắc,Căn góc,Unknown,đường số 210,xã hòa phú,huyện củ chi,tp hồ chí minh,A,1,1590.0
Nhà 45m2 2PN 2WC Dạ Nam Q8 cần bán.Gần chợ.Có sổ,45.0,45.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.0,Đã bàn giao,76.0,Chung cư,1.0,1.0,Đông Bắc,Căn góc,Unknown,đường dạ nam,phường 3,quận 8,tp hồ chí minh,A,1,1965.0
ĐẤT ĐƯỜNG 10 BÙI TRANG CHƯỚC - VỊ TRÍ ĐẸP,100.0,100.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,45.0,Đã bàn giao,76.0,Chung cư,1.0,1.0,Đông Bắc,Căn góc,Unknown,bùi trang chước,phường hòa xuân,quận cẩm lệ,đà nẵng,A,1,3800.0
Nhà 11 phòng trọ và nhà 1 trệt 1 lầu MT Tân An,200.0,200.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5.0,40.0,10.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,250.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường đông an,phường tân đông hiệp,thị xã dĩ an,bình dương,A,1,5000.0
Kẹt tiền bán gấp lô 2 mặt tiền đường Trương Gia Mô,170.0,170.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,40.0,10.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,250.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,trương gia mô,phường vĩ dạ,thành phố huế,thừa thiên huế,A,1,35.0
Đất KCN Vsip 2 Bình Dương 100m2(5×20),100.0,100.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,20.0,10.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,250.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường đt 741,phường chánh phú hòa,thị xã bến cát,bình dương,C,1,850.0
"Bán đất chính chủ Phú Quốc , mt Võ Văn Kiệt",102.5,102.5,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,40.0,10.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,250.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường võ văn kiệt,thị trấn dương đông,huyện phú quốc,kiên giang,C,1,1100.0
[NAM VIỆT Á] 1 TỶ SỞ HỮU NHÀ 2 TẦNG VIEW SÔNG XỊN,100.0,100.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,10.0,20.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường ngô quyền,phường an hải đông,quận sơn trà,đà nẵng,C,1,4700.0
Nhà sổ hồng riêng thửa riêng sang tên trong ngày,80.0,80.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,20.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,160.0,Đã bàn giao,76.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Unknown,đường đinh đức thiện,Unknown,Unknown,Unknown,C,1,1350.0
Độc Quyền Rổ Hàng Căn Hộ Celadon City Giá Tốt,80.0,80.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,20.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,160.0,Chưa bàn giao,80.0,Chung cư,2.0,10.0,Đông Bắc,Căn góc,Unknown,số 88,phường sơn kỳ,quận tân phú,tp hồ chí minh,B,1,2800.0
Nền nội bộ Cồn Khương giá rẻ,125.0,125.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,25.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,160.0,Chưa bàn giao,80.0,Chung cư,2.0,10.0,Đông Bắc,Căn góc,Unknown,đường phạm công trứ,phường cái khế,quận ninh kiều,cần thơ,B,1,2100.0
Căn hộ cc siêu VIP Vân Đồn bán gấp.hỗ trợ bank,,125.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,25.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,160.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường trần thánh tông,phường nại hiên đông,quận sơn trà,đà nẵng,B,1,1650.0
Nhà hẻm Âu cơ 41m có 1 lầu 2p,41.0,41.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,3.5,12.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,80.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường âu cơ,phường 10,quận tân bình,tp hồ chí minh,B,1,3700.0
"Nhà Hiệp Bình Phước, Tp.Thủ Đức, 3 phòng ngủ.",33.2,33.2,Đông,Đã có sổ,Nở hậu,Đất thổ cư,5.0,12.0,3.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,48.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường 12,phường hiệp bình phước,quận thủ đức,tp hồ chí minh,B,1,2350.0
BÁN NHÀ TRỆT LẦU 2PN HẺM 81 PHẠM NGŨ LÃO,52.0,52.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,12.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,105.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường phạm ngũ lão,phường an hòa,quận ninh kiều,cần thơ,B,1,2190.0
"Nhà 5 tầng,mới tinh, ngay ngã tư Liễu Giai Đội Cân",32.0,32.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,8.0,3.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,32.0,Đã bàn giao,55.0,Chung cư,5.0,10.0,Tây,Căn góc,Unknown,đường đội cấn,phường cống vị,quận ba đình,hà nội,B,1,4300.0
Cần bán nhà gần nhà thờ Châu Nam,100.0,100.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,30.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,55.0,Chung cư,5.0,10.0,Tây,Căn góc,Unknown,tân thới nhì,xã tân thới nhì,huyện hóc môn,tp hồ chí minh,B,1,3100.0
Lô đất đường thông bên cạnh tạp hoá 3 tầng HX,100.0,100.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,5.0,20.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,55.0,Chung cư,5.0,10.0,Tây,Căn góc,Unknown,đường kiều phụng,phường hòa xuân,quận cẩm lệ,đà nẵng,B,1,2050.0
Khu dân cư Đức Phát 80m2 sang tên ngay 750tr,80.0,80.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,16.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,55.0,Chung cư,5.0,10.0,Tây,Căn góc,Unknown,đường d1,phường linh xuân,quận thủ đức,tp hồ chí minh,B,1,750.0
"BÁN NHÀ GẦN CHỢ CHIỀU TÂN THẠNH ĐÔNG CỦ CHI 1,13tỷ",68.0,68.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,17.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,68.0,Đã bàn giao,55.0,Chung cư,5.0,10.0,Tây,Căn góc,Unknown,đường 112,xã tân thạnh đông,huyện củ chi,tp hồ chí minh,B,1,1130.0
"2MT,HXT,KD VÔ ĐỊCH AU CO ,TÂN BÌNH,152M2 ,7.25TY",,38.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,3.75,12.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,152.0,Đã bàn giao,55.0,Chung cư,5.0,10.0,Tây,Căn góc,Unknown,đường âu cơ,phường 9,quận tân bình,tp hồ chí minh,B,1,7250.0
Bán nhà Lê Trọng Tấn Hà Đông _33m gara ô tô,33.0,33.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,3.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,33.0,Đã bàn giao,55.0,Chung cư,5.0,10.0,Tây,Căn góc,Unknown,đường lê trọng tấn,phường la khê,quận hà đông,hà nội,B,1,4300.0
Bán Nhà Bình Thạnh Bùi Đình Túy hẻm 2 mặt tiền,50.0,50.0,Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,13.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,33.0,Đã bàn giao,55.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường bùi đình túy,phường 12,quận bình thạnh,tp hồ chí minh,B,1,7900.0
Nhà Mới xây Kinh Dương Vương Bình Tân. Giá 6.7 tỷ,150.0,150.0,Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,13.0,6.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,33.0,Đã bàn giao,55.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường kinh dương vương,phường an lạc,quận bình tân,tp hồ chí minh,B,1,6700.0
"Khu ngoại giao đoàn vạn phúc,đẳng cấp 52m2, 5.5 ty",53.0,53.0,Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,3.0,16.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,53.0,Đã bàn giao,55.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường vạn phúc,phường kim mã,quận ba đình,hà nội,B,1,5500.0
"Bán mảnh đất gần Điện Máy Xanh Quỳnh Đô, VQ, TT.",40.0,40.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,3.0,16.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,53.0,Đã bàn giao,55.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường vĩnh quỳnh,xã vĩnh quỳnh,huyện thanh trì,hà nội,B,1,1160.0
Nhà hxh trệt 1 lầu bùi đình túy p24 dt: 4 x 20 m,80.0,80.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,20.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,165.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường bùi đình túy,phường 24,quận bình thạnh,tp hồ chí minh,B,1,6500.0
"nhà bán gấp sổ hồng 1T2L P.TCH Q12 giá 2,25 tỷ",36.0,36.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,3.0,10.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,105.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường trần thị hè,phường tân chánh hiệp,quận 12,tp hồ chí minh,B,1,2250.0
"Nhà 1 Trệt 1 Lầu Đường Số 2-Trường Thọ-TĐ, SHR",65.0,65.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,13.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,130.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường số 2,phường trường thọ,quận thủ đức,tp hồ chí minh,B,1,1550.0
Đất trảng bom (đất Sào),1000.0,1000.0,Nam,Đã có sổ,Nở hậu,Đất công nghiệp,20.0,50.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,130.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường tây hòa 7,xã sông trầu,huyện trảng bom,đồng nai,B,1,750.0
Bán nhà gấp gần trường đại học Greenwich Việt Nam,42.8,42.8,Đông Nam,Đã có sổ,Nở hậu,Đất công nghiệp,3.1,14.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,80.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường phạm văn chí,phường 4,quận 6,tp hồ chí minh,B,1,3200.0
"Nhà 1 trệt lầu,ST,3PN,Sổ Riêng,Ấp 3,Phước Kiển",51.0,51.0,Đông Nam,Đã có sổ,Nở hậu,Đất công nghiệp,8.0,6.5,3.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,140.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường lê văn lương,xã phước kiển,huyện nhà bè,tp hồ chí minh,B,1,3250.0
Nhà cấp 4 ODT 250m2 mặt tiền Lê Chân - P.Mỹ Quý,250.0,250.0,Nam,Đã có sổ,Nở hậu,Đất công nghiệp,8.0,36.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,250.0,Đã bàn giao,55.0,Chung cư,2.0,10.0,Tây,Căn góc,Unknown,đường lê chân,phường mỹ quý,thành phố long xuyên,an giang,B,1,2890.0
"BÁN NHÀ LONG BIÊN, PHÂN LÔ, DT 92M*4, 3,5 TỶ",92.0,92.0,Nam,Đã có sổ,Nở hậu,Đất công nghiệp,8.0,36.0,4.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,92.0,Đã bàn giao,55.0,Chung cư,4.0,10.0,Tây,Căn góc,Unknown,đường tư đình,phường long biên,quận long biên,hà nội,B,1,3500.0
"BÁN NHÀ CHIẾN THẮNG, 40M2, 4T, GIÁ CHỈ 5.15 TỶ",40.0,40.0,Nam,Đã có sổ,Nở hậu,Đất công nghiệp,4.0,10.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,55.0,Chung cư,4.0,10.0,Tây,Căn góc,Unknown,đường chiến thắng,phường văn quán,quận hà đông,hà nội,B,1,5150.0
"Đất TĐC Bàu Bàng chỉ 450tr, sổ sẵn cách ql13 500m",100.0,100.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,10.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,55.0,Chung cư,4.0,10.0,Tây,Căn góc,Unknown,đường quốc lộ 13,thị trấn lai uyên,huyện bàu bàng,bình dương,B,1,450.0
"DAT NEN , BINH TAN 6X14.5 GIA 6TY",87.0,87.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,14.5,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,55.0,Chung cư,4.0,10.0,Tây,Căn góc,Unknown,đường 1,phường bình hưng hoà b,quận bình tân,tp hồ chí minh,B,1,6000.0
Nhà 1 trệt 1 lầu 120m2,120.0,120.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,6.0,20.0,2.0,2.0,Nhà phố liền kề,Nội thất đầy đủ,100.0,Đã bàn giao,55.0,Chung cư,4.0,10.0,Tây,Căn góc,Unknown,đường đinh đức thiện,xã bình chánh,huyện bình chánh,tp hồ chí minh,B,1,2400.0
"Nhà 3 mặt tiền chợ Hạnh Thông Tây, Gò Vấp",80.0,80.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,20.0,8.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,320.0,Đã bàn giao,55.0,Chung cư,4.0,10.0,Tây,Căn góc,Unknown,đường quang trung,phường 11,quận gò vấp,tp hồ chí minh,B,1,12000.0
Nhà 3 lầu 171m2. Thạnh Lộc 37. Q12,55.0,55.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,11.0,5.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,171.0,Đã bàn giao,55.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,thạnh lộc 37,phường thạnh lộc,quận 12,tp hồ chí minh,B,1,3550.0
NGUYÊN HỒNG 50M 5 TẦNG MẶT TIỀN 5.3M,50.0,50.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,53.0,9.0,6.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Đã bàn giao,55.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường nguyên hồng,phường láng hạ,quận đống đa,hà nội,B,1,12000.0
Cần bán gấp lô đất MT duong do nợ ngân hàng,90.0,90.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,19.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,24.0,Đã bàn giao,55.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường nguyễn văn lượng,phường 16,quận gò vấp,tp hồ chí minh,B,1,6550.0
"Căn hộ Hưng Ngân 68m2, 2PN, ban công, đã có sổ",68.0,40000.0,Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,100.0,400.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,24.0,Đã bàn giao,68.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường tân chánh hiệp 21,phường tân chánh hiệp,quận 12,tp hồ chí minh,B,1,1650.0
"Bán nhà Bình Tân hxh Nguyễn THị Tú 3,32 tỷ",60.0,60.0,Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,100.0,400.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,24.0,Đã bàn giao,68.0,Chung cư,3.0,10.0,Tây,Căn góc,Unknown,đường nguyễn thị tú,phường bình hưng hoà b,quận bình tân,tp hồ chí minh,B,1,3000.0
Bán nhà đường Quang Trung(chợ cầu)Giá 840tr.c.chủ,40.0,40.0,Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,100.0,400.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,40.0,Đã bàn giao,68.0,Chung cư,1.0,10.0,Tây,Căn góc,Unknown,quang trung,phường đông hưng thuận,quận 12,tp hồ chí minh,B,1,840.0
