title,price,area,location,description,Diện tích đất:,Giá/m2:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tên phân khu/Lô/Block/Tháp:,Mã căn / Mã căn hộ:,Tầng số:,Hướng ban công:,Mã lô:,Đặc điểm căn hộ:,Loại hình văn phòng:,location_clean,street,ward,district,city,ten_phan_khu_final,planA_log
Nhà như hình đường 8m 2 lầu đúc thật dt 4x13m,4500000000,52.0,"Đường Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","đường Nguyễn Quý Yêm an lạc bình tân 

nhà mới như hình Nhà mới xây xong 2019
hẻm xe hơi 8m thông ra đại lộ Võ Văn Kiệt , bùi tư toàn , Lê cơ...
gần siêu thị nhật bến xe miền tây bệnh viện Triều An 5ph đi xe máy 
gần Trường học cấp 1.2.3 100m 
Trệt 2 lầu đúc BTCT 4 phòng ngủ 3 toilet vào ở liền 
Diện tích 4x13m xây dựng đủ KHÔNG LỘ GIỚI
Sổ hồng hoàn công , pháp lý rõ ràng
Giá 4tỷ 500 triệu thương lượng",52.0,86540000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,18.0,4.0,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,70.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,"đường nguyễn quý yêm, phường an lạc, quận bình tân, tp hồ chí minh",đường nguyễn quý yêm,phường an lạc,quận bình tân,tp hồ chí minh,Không thuộc project/block,inconsistent_area
"Bán nhà nhỏ 1t1 lầu hẻm đường 475 PLB Q9 2,1tỷ",2100000000,27.0,"Đường 475, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","Bán nhà 1 trệt 1 lầu 2pn hẻm xe máy chánh nhau đường 475 phước long B,q9 tp thủ đức.
- diện tích 26m đang sư dụng.sàn sư dụng 50m.hướng tây nam.
- ngay khu trung tâm phước long B,q9 nên đầy đủ mọi tiện ích bán kính 1km ko thiếu thứ gì.
- giá bán nhanh trước tết : 2tỷ100 có thương lượng bớt lộc cho khách hàng thiện chí.
- a chị xem nhà liên hệ em",27.0,77780000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,40.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,"đường 475, phường phước long b, quận 9, tp hồ chí minh",đường 475,phường phước long b,quận 9,tp hồ chí minh,Không thuộc project/block,
ĐẤT NÔNG NGHIỆP MẶT TIỀN KÊNH ĐT 818 1000m2,550000000,1000.0,"Đường ĐT 818, Xã Tân Thành, Huyện Thủ Thừa, Long An","Mục đích sử dụng đất trồng cây hàng năm 
 * chuyển thổ 500m xây nhà 
Vị trí: Đất cách huyện đội trường học 3km, ủy ban xã Tân Thành 4km, ra Quốc Lộ 10km.

 * Tiện ích; ven Song view đẹp đã có điện nước , Wi-Fi đầy đủ
* thích hợp xây nhà , khu nghĩ dưỡng làm vườn trồng cây ăn trái 
Diện tích 1000m2
Giá bán; 550tr 1 sổ hồng riêng

 còn nhiều nên xem tham khảo",1000.0,550000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,11.0,88.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,40.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,"đường đt 818, xã tân thành, huyện thủ thừa, long an",đường đt 818,xã tân thành,huyện thủ thừa,long an,Không thuộc project/block,
"Kẹt tiền bán nhà nát đường Thành Thái, Q. 10",1120000000,62.0,"Đường Thành Thái, Phường 15, Quận 10, Tp Hồ Chí Minh","Chú Tư cần bán gấp nhà nát đường Thành Thái, P. 15, Q. 10 nhà nát lấy đất.
Diện tích: 62m2 ngang 5m dài 12.4m vuông vức, cực đẹp.
Hẻm xe hơi 8m chạy đậu trước nhà luôn anh (chị).
Nhà nát nên chủ yếu lấy đất để xây mới, có sổ hồng từ 2002.
Tiện di chuyển về các quận trung tâm 1,3.
Nhà nằm khu dân cư hiện hữu, lâu năm nên mọi người thân thiện, sống giúp đỡ lẫn nhau.
Khu vực sầm uất, gần siêu thị mini, trường học các cấp, bệnh viện..
Cung đường tiện kinh doanh, cho thuê, mua đầu tư sinh lời cao.
Miễn cò lái, trung gian.
Liên hệ:Cô Thơ để xem và thương lượng giá.",62.0,18060000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,12.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,60.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,"đường thành thái, phường 15, quận 10, tp hồ chí minh",đường thành thái,phường 15,quận 10,tp hồ chí minh,Không thuộc project/block,
"Đất đẹp nghỉ dưỡng Huyện Di Linh 5.400m² , có sổ",4500000000,5400.0,"Thôn Lộc Châu 2, Xã Tân Nghĩa, Huyện Di Linh, Lâm Đồng","đất đẹp tại Tân Nghĩa , bằng phẳng nhất vùng , gần hồ Thủy điện , 2 mặt tiền trên dưới hướng Bắc- Nam , gần các khu sinh thái nghỉ dưỡng đang đầu tư , thích hợp xây biệt thự nghỉ dưởng hay trồng cây đều được .",5400.0,833333,Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,50.0,100.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,60.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,"thôn lộc châu 2, xã tân nghĩa, huyện di linh, lâm đồng",thôn lộc châu 2,xã tân nghĩa,huyện di linh,lâm đồng,Không thuộc project/block,
"Bán nhà 1t3l, Mt Đường số 160, tnpa, Q9",7500000000,93.0,"Đường 160, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","Nhà đang ở cần chuyển sang chổ ở mới nên bán cho khách thiện chí.
Nhà 1 trệt 2 lầu, 1 tùm có 4pn, 3wc, sân xe hơi 7 chổ, sân phơi đồ. Nhà ở lâu năm không thấm dột.
Khu dân cư trí thức, không ngập.
Diện tích 93m2 có 80m2 thổ cư, ngang 4,5m.
Hướng Đông Nam.
Giá 7,5 tỷ thương lượng chính chủ.
Liên hệ để xem nhà.
* Vui lòng vào Trang cá nhân để tìm sản phẩm phù hợp*",93.0,80650000,Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,450.0,2100.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,93.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,"đường 160, phường tăng nhơn phú a, quận 9, tp hồ chí minh",đường 160,phường tăng nhơn phú a,quận 9,tp hồ chí minh,Không thuộc project/block,inconsistent_area
Bán Gấp Nhà 320Triệu Tại Nguyễn Văn Bứa Hóc Môn,320000000,75.0,Đường Nguyễn Văn Bứa,"Dự án: Bấn Gấp Nhà C4 Ở Nguyễn Văn Bứa Hóc Môn.
 Thông tin chi tiết: Cần bán gấp Nhà C4 này để trả nợ 
Nhà Đã xây đc 2 năm
Tiện Ích đầy đủ , gần chợ,bệnh viện, trường học 
Điện nước đầy đủ , dùng nước máy 
Nhà cuối đường nguyễn văn bứa gần cầu lớn hóc môn 
ggần cụm khu công nghiệp nhị xuân
Giá 320 triệu còn thương lượng
kb gửi sổ cho .",75.0,4270000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,15.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,75.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,đường nguyễn văn bứa,đường nguyễn văn bứa,,,,Không thuộc project/block,
"Đất thổ 103m2, Nguyễn Ảnh Thủ vào 100m, Q.12",4390000000,103.0,"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","- Diện tích: 103m2 (~ 5m x 21m), công nhận hết

- Hướng Đông Nam

- Đất lọt khe 2 bên đã xây dựng nhà lầu

- Khu vực đã xây hết nhà lầu, khu dân cư yên tĩnh, an ninh

- Đường Nguyễn Ảnh Thủ vào đường nhựa rộng cách khoảng 100m

- Đường xe tải

- Vị trí thuận tiện, gần chợ, trường học, UBND phường, đầy đủ tiện ích xung quanh

- Thích hợp để xây phòng trọ, nhà trẻ, ...

- Giá: 4 tỷ 390 triệu

- Giấy tờ đầy đủ sổ hồng

- Liên hệ để xem đất (chính chủ)",103.0,42620000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,21.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,75.0,Đã bàn giao,67.0,Chung cư,5.0,,,,other,,other,other,"đường nguyễn ảnh thủ, phường tân chánh hiệp, quận 12, tp hồ chí minh",đường nguyễn ảnh thủ,phường tân chánh hiệp,quận 12,tp hồ chí minh,Không thuộc project/block,
Bán nhà 1 trệt 2 lầu khu Lâu Đài Vàng Lái Thiêu,3950000000,82.4,"A174B, Đường Bình Đức 2, Phường Lái Thiêu, Thị xã Thuận An, Bình Dương","Bán nhà chính chủ 1 trệt 2 lầu khu Lâu Đài Vàng Lái Thiêu, Thuận An. Nhà có 4 phòng ngủ, 4 wc, 1 phòng thờ, 1 phòng khách, có giếng trời, có sân phơi đồ trên tầng 2, có sân để xe oto 7 chỗ và thêm vài chiếc xe máy, đường trước nhà 4m xe ben vô được. Nhà đầy đủ nội thất chỉ dọn vô là ở thôi, nhà ngân hàng hổ trợ vay 2,5 tỷ",82.4,48170000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.4,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,180.0,Đã bàn giao,67.0,Chung cư,2.0,,,,other,,other,other,"a174b, đường bình đức 2, phường lái thiêu, thị xã thuận an, bình dương",đường bình đức 2,phường lái thiêu,thị xã thuận an,bình dương,Không thuộc project/block,
"Bán đất Q12, Xe hơi Hiệp thành 01, 61m2(4x15.5m)",2580000000,61.0,"Hiệp Thành 01, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","MS(42009) 
Bán lô đất Q12 - Xe hơi - Hiệp Thành 01
- Diện tích: 4m x 15.5m, công nhận 61m2. 
- Đất đã chuyển hình thức lên thổ cư 100%, thuận tiện mua ở hoặc đầu tư kinh doanh. 
- Hẻm betong 5m xe hơi di chuyển dễ dàng
Giá: 2.580 Tỷ TL (Hướng Bắc - Sổ hồng riêng chính chủ). ACE có nhu cầu liên hệ ngay. Cảm ơn!",61.0,42300000,Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.5,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,180.0,Đã bàn giao,67.0,Chung cư,2.0,,,,other,,other,other,"hiệp thành 01, phường hiệp thành, quận 12, tp hồ chí minh",hiệp thành 01,phường hiệp thành,quận 12,tp hồ chí minh,Không thuộc project/block,
Bán nhà 124/14/15 Võ Văn Hát quận 9,4200000000,53.0,"124/14/15, Đường Võ Văn Hát, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","Bán nhà 124 /14/15 Võ Văn Hát, gần khu công nghệ cao, Đúc 4 tấm, xe 7 chỗ vào tận trong nhà , thuộc đất dự án cơ sở hạ tầng hoàn chỉnh, đường 8m 2 xe tránh nhau thoải mái , rất tiện cho di chuyển vào trung tâm Sài Gòn hay các tỉnh bằng xe hơi mà không kẹt xe, giá 4.2 tỷ liên hệ ( không tiếp đăng tin quảng cáo. có chi phí cho môi giới đàng hoàng",53.0,79250000,Đông,Đã có sổ,Nở hậu,Đất thổ cư,4.0,13.0,5.0,4.0,Nhà phố liền kề,Nội thất đầy đủ,180.0,Đã bàn giao,67.0,Chung cư,4.0,Dự án Tín Hưng,124/14/15,,other,,other,other,"124/14/15, đường võ văn hát, phường long trường, quận 9, tp hồ chí minh",đường võ văn hát,phường long trường,quận 9,tp hồ chí minh,DỰ ÁN TÍN HƯNG,
"Chỉ 2,9 tỷ có nhà mặt ngõ thông, 2 ô tô tránh, KD",2900000000,34.0,"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội","- Chủ nhà là hai vợ chồng trẻ nhà có lộc đã mua đất bên KĐT Linh Đàm giờ cần tiền xây nhà nên bán.
- Vị trí nhà mặt ngõ 2 ô tô tránh, ngõ thông, khách mua về kết hợp vừa ở vừa kinh doanh. Ngõ dân qua lại tấp nập, buôn bán gì cũng sinh lời, nhà gần nhiều trường học từ mầm non đến cấp 3 bủa vây...gần bệnh viện,ngân hàng
- Nhà xây kiên cố khung cột bê tông chắc chắn, T1 phòng khách bếp và wc, T2,3 mỗi tầng 2 phòng ngủ và wc tổng có 4 phòng ngủ,T4 phòng thờ và sân phơi.
- Sổ đỏ chính chủ, vuông A4, công chứng ngay.
- Giá bán gấp, quá rẻ, chỉ 2.9 tỷ có bớt.
- Khách xem ngay mới còn.",34.0,85290000,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,180.0,Đã bàn giao,67.0,Chung cư,4.0,Dự án Tín Hưng,124/14/15,,other,,other,other,"đường kim giang, xã thanh liệt, huyện thanh trì, hà nội",đường kim giang,xã thanh liệt,huyện thanh trì,hà nội,DỰ ÁN TÍN HƯNG,inconsistent_area
"Bán đất GIANG BIÊN,2 thoáng,plô,ôtô tránh,72m,MT5m",3300000000,72.0,"Đường Giang Biên, Phường Giang Biên, Quận Long Biên, Hà Nội","+ Đất tại vị trí đắc địa Khu đô thị Giang Biên, nối thông với Phố Giang Biên, Kẻ Tạnh, Mai Chí Thọ, Khu đô thị Việt Hưng, Phúc Lợi, đường đê vàng.
+ Xung quanh đất là Chợ Quán Tình, Trường Tiểu học Giang Biên, THCS Chu Văn An Long Biên, UBND Phường Giang Biên.
+ Đất 2 mặt thoáng, phân lô, mặt tiền rộng(MT5m), ngõ thông bàn cờ, ô tô tránh xây nhà vừa ở vừa kinh doanh rất đẹp.
Sổ đỏ chính, giá 3,3 tỷ, miễn MG, TG.
Liên hệ Mrs Xuân Kiều, dẫn khách xem đất và tư vấn hoàn toàn miễn phí.",72.0,45830000,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,13.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,180.0,Đã bàn giao,67.0,Chung cư,4.0,Dự án Tín Hưng,124/14/15,,other,,other,other,"đường giang biên, phường giang biên, quận long biên, hà nội",đường giang biên,phường giang biên,quận long biên,hà nội,DỰ ÁN TÍN HƯNG,
"H6m thông Kênh 19/5, P.Sơn Kỳ,Q.Tân Phú 5x35",10500000000,175.0,"kênh 19 tháng 5, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","H6m thông Kênh 19/5, P.Sơn Kỳ,Q.Tân Phú

- Diện tích: 5x35, 1 lầu + cấp 4, đang cho thuê thu nhập ổn định 17tr . 

- Hẻm 6m thông khu nội bộ DC1,- CN 

- Vị trí : sát bên Chung Cư sơn kỳ , Celadon city, EAON Mail,....

- Hướng : Đông Bắc.

- Giá 10.5 tỷ( thương lượng chính chủ )

- Liên hệ: - Hạnh

- Địa chỉ : 23 Nguyễn Hữu Tiến, Tây Thạnh, Tân Phú, Tp.hcm

-",175.0,60000000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,35.0,10.0,6.0,"Nhà ngõ, hẻm",Nội thất cao cấp,198.0,Đã bàn giao,67.0,Chung cư,2.0,Dự án Tín Hưng,913,,other,,other,other,"kênh 19 tháng 5, phường sơn kỳ, quận tân phú, tp hồ chí minh",kênh 19 tháng 5,phường sơn kỳ,quận tân phú,tp hồ chí minh,DỰ ÁN TÍN HƯNG,
"BÁN RẺ GẤP BIỆT THỰ SÂN VƯỜN Q2 GIÁ 3,5Tỷ, SỔRIÊNG",3500000000,144.0,"Đường Quốc Hương, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh","- TÔI CẦN TIỀN BÁN NHANH BIỆT THỰ ĐƯỜNG QUỐC HƯƠNG, P THẢO ĐIỀN, Q2

- GIÁ 3,5Ty 

- Diện tích: 144m2 ( Đã có sổ)

- ĐƯỜNG TRƯỚC NHÀ 12M

- MIỄN TIẾP ANH/CHỊ CÒ LÁI MÔI GIỚI

- GỌI CHO TÔI ĐỂ XEM NHÀ VÀO BUỔI SÁNG",144.0,24310000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,8.0,18.0,4.0,3.0,Nhà biệt thự,Nội thất cao cấp,198.0,Đã bàn giao,67.0,Chung cư,2.0,Dự án Tín Hưng,913,,other,,other,other,"đường quốc hương, phường thảo điền, quận 2, tp hồ chí minh",đường quốc hương,phường thảo điền,quận 2,tp hồ chí minh,DỰ ÁN TÍN HƯNG,
nhà cấp 4 MTNB T5 : 8x20. giá: 13.9 tỷ,13900000000,146.0,"Đường T5, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","Bán gấp Kho , cấp4 mặt tiền đường nội bộ T5, Tây Thạnh, Tân Phú 

- Diện tích: 8x20, sổ hồng chính chủ.

- hiện trang: kho cấp 4, cũ tiện xây mới.

- Đường nội bộ 14m. vỉ hè mỗi bên 3m.

- Vị trí. khu nội bộ bàn cờ, thông thoáng, yên tĩnh, gần trường cấp 1,2,3, ĐHCNTP, EAON MAIL 500m, KCN Tân Bình - KCN Vĩnh Lộc

- Thích hợp ở, vp cty, kho xưởng, nhà trọ cao cpấ cho thuê...

- Hướng : Tây Nam.

- Giá: 13.9 tỷ ( thương lượng)

- Liên hệ: - Lê Hạnh.

- Địa chỉ : 23 Nguyễn Hữu Tiến, Tây Thạnh, Tân Phú, tp.hcm.",146.0,95210000,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,8.0,20.0,4.0,3.0,Nhà biệt thự,Nội thất cao cấp,198.0,Đã bàn giao,67.0,Chung cư,2.0,Dự án Tín Hưng,913,,other,,other,other,"đường t5, phường tây thạnh, quận tân phú, tp hồ chí minh",đường t5,phường tây thạnh,quận tân phú,tp hồ chí minh,DỰ ÁN TÍN HƯNG,
"CHÍNH CHỦ BÁN HƠN 1 CÔNG ĐẤT LÚA , XÃ LẠC TẤN . TT",1100000000,1122.0,"Tân Trụ, Xã Lạc Tấn, Huyện Tân Trụ, Long An","Dự án: Tân Trụ.
 Thông tin chi tiết: Chính chủ bán 1 công đất lúa , diện tích 1122 m2 , ngang dài 13.5 x 85 nở hậu
Đất năm ngay khu đông dân cư ở hiện hữu, hàng xóm thân thiện
Thích hợp đầu tư hoặc xây nhà vườn để nghĩ dưỡng
Chính chủ cần bán , anh em môi giới hợp tác hh",1122.0,980392,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,13.5,85.0,4.0,3.0,Nhà biệt thự,Nội thất cao cấp,198.0,Đã bàn giao,67.0,Chung cư,2.0,Dự án Tín Hưng,913,,other,,other,other,"tân trụ, xã lạc tấn, huyện tân trụ, long an",tân trụ,xã lạc tấn,huyện tân trụ,long an,DỰ ÁN TÍN HƯNG,
"Bánđất lô góc phố NgôGiaTự,112m,mt 5.7m,giá 42tr/m",4700000000,112.0,"Đường Ngô Gia Tự, Phường Việt Hưng, Quận Long Biên, Hà Nội","+ Chính chủ nhờ bán gấp mảnh đất đầu phố Ngô Gia Tự, Long Biên.
+ Đất lô góc, diện tích 112m2,mặt tiền 5.7m,đất vuông đẹp.
+ Đường vào nhà rộng, xe ba gác đỗ cửa,cách 15m ra đường ô tô tránh.
+ Khu vực quy hoạch ổn định, phù hợp mua đầu tư chia lô xây nhà bán.
+ Vị trí thoáng đẹp,các tiện ích quanh nhà như trường cấp 1,2 Đức Giang, chợ Việt Hưng,Ô Cách,bệnh viện Đức Giang,Bic C Long Biên…
+ An ninh đảm bảo, dân trí cao, môi trường thoáng sạch.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch, chủ cần bán gấp.
+ Giá bán 4,7 tỷ (42 tr/m, có thương lượng).
+ Liên hệ xem đất miễn phí:Mr Hải ***, phục vụ 24/7.",112.0,41960000,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,85.0,4.0,3.0,Nhà biệt thự,Nội thất cao cấp,198.0,Đã bàn giao,67.0,Chung cư,2.0,Dự án Tín Hưng,913,,other,,other,other,"đường ngô gia tự, phường việt hưng, quận long biên, hà nội",đường ngô gia tự,phường việt hưng,quận long biên,hà nội,DỰ ÁN TÍN HƯNG,inconsistent_area
"Nhà 5 tầng,Mới xây,Gần ĐHKS.2,5 tỷ,Bán Gấp",2500000000,33.0,"Đường Số 1, Phường Dương Nội, Quận Hà Đông, Hà Nội","- Nhà xây diện tích 33m2 x 5 tầng,Gần trường Đại Học Kiểm Sát ô tô đỗ cách 10m - ngõ thẳng, cực nông rộng 3m - vị trí đầu ngõ, lô góc 2 mặt đường thông thoáng
+ Khu vực dân trí cao, an ninh trật tự tuyệt đối an toàn.
+ Khu vực lượng sinh viên và người đi làm thuê nhà vô cùng đông đúc
- Thiết kế Hiện đại.
+Hướng ĐN
+Mặt tiền 3,3m:
+ Tầng 1: phòng khách + phòng bếp
+ Tầng 2: phòng ngủ +Wc
+ Tầng 3,4,: Mỗi tầng phòng ngủ rộng + WC.
+ Tầng 5: Phòng thờ + sân phơi.
- Sổ đỏ đầy đủ, sẵn sàng giao dịch.",33.0,75760000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,85.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,198.0,Đã bàn giao,67.0,Chung cư,2.0,Dự án Tín Hưng,913,,other,,other,other,"đường số 1, phường dương nội, quận hà đông, hà nội",đường số 1,phường dương nội,quận hà đông,hà nội,DỰ ÁN TÍN HƯNG,inconsistent_area
